temperature,humidity,label
29.7,43.3,0
28.66,42.68,0
28.85,40.21,0
28.17,42.21,0
29.6,41.83,0
28.26,44.43,0
10,80,1
28.75,42.54,0
60,80,1
60,80,1
10,80,1
29.08,42.22,0
10,30,1
29.46,42.7,0
29.97,41.66,0
10,30,1
10,80,1
10,30,1
30.06,42.31,0
10,30,1
30.24,43.41,0
10,30,1
29.45,40.15,0
10,80,1
60,80,1
60,30,1
10,80,1
30.62,44.08,0
29.34,40.5,0
10,30,1
10,80,1
30.42,40.07,0
60,80,1
30.55,44.81,0
10,80,1
29.14,42.75,0
30.45,43.79,0
30.0,43.38,0
28.52,41.11,0
60,80,1
30.91,43.22,0
29.34,41.03,0
28.79,42.55,0
28.66,43.68,0
60,80,1
10,30,1
29.88,43.71,0
60,30,1
60,30,1
60,30,1
10,30,1
28.09,44.61,0
29.62,44.87,0
10,80,1
10,30,1
60,30,1
60,80,1
29.58,40.47,0
28.13,43.83,0
60,80,1
30.08,44.28,0
60,80,1
60,30,1
29.64,43.06,0
29.37,41.26,0
10,30,1
10,30,1
29.95,43.73,0
28.87,44.54,0
10,80,1
30.34,44.87,0
10,30,1
29.47,41.1,0
10,30,1
29.77,40.75,0
60,80,1
10,80,1
60,30,1
30.1,41.21,0
10,80,1
30.06,40.88,0
30.37,43.1,0
10,80,1
28.52,40.78,0
10,30,1
60,30,1
28.48,44.16,0
60,30,1
60,30,1
60,30,1
60,30,1
28.01,43.37,0
60,80,1
30.94,41.41,0
28.04,43.63,0
60,80,1
10,30,1
10,80,1
30.28,43.2,0
10,30,1
60,30,1
28.02,43.06,0
60,80,1
10,30,1
30.03,43.2,0
60,30,1
60,30,1
28.12,40.24,0
30.96,41.81,0
60,80,1
29.18,41.63,0
60,80,1
29.99,41.31,0
28.01,44.59,0
29.4,43.49,0
10,80,1
10,80,1
10,80,1
28.69,44.03,0
30.31,44.14,0
60,30,1
60,80,1
10,30,1
10,30,1
29.42,44.82,0
30.56,43.1,0
28.9,41.5,0
10,30,1
29.41,42.24,0
29.57,40.06,0
29.17,42.15,0
60,30,1
29.56,44.94,0
29.5,44.38,0
29.79,41.98,0
60,30,1
10,30,1
29.84,43.32,0
30.66,43.21,0
60,80,1
10,80,1
10,80,1
28.68,41.66,0
29.04,44.2,0
60,30,1
30.74,42.1,0
60,80,1
29.38,44.22,0
30.88,42.84,0
30.59,40.79,0
60,30,1
30.47,42.9,0
28.46,40.28,0
29.29,41.62,0
60,80,1
28.47,41.5,0
60,30,1
60,30,1
10,30,1
10,80,1
28.26,44.91,0
10,30,1
60,30,1
28.22,42.24,0
60,80,1
10,80,1
10,80,1
10,30,1
29.79,43.88,0
60,80,1
28.83,44.84,0
60,80,1
10,30,1
30.54,43.91,0
29.44,40.94,0
10,80,1
28.11,42.95,0
29.87,41.26,0
29.71,40.62,0
30.09,42.02,0
28.26,40.3,0
60,80,1
29.32,42.59,0
10,30,1
60,80,1
29.76,42.96,0
10,80,1
28.38,44.37,0
10,80,1
10,30,1
30.99,41.24,0
60,80,1
10,80,1
30.0,44.37,0
10,30,1
60,30,1
60,80,1
60,30,1
30.36,42.48,0
30.3,43.61,0
60,80,1
60,30,1
28.81,43.38,0
30.39,40.39,0
60,30,1
60,30,1
29.18,42.36,0
28.25,42.3,0
28.72,43.74,0
29.5,44.34,0
28.26,41.96,0
29.31,41.63,0
28.96,44.21,0
60,80,1
30.13,42.61,0
28.51,42.74,0
60,80,1
10,80,1
28.59,41.87,0
10,30,1
60,80,1
29.73,40.49,0
28.97,42.7,0
10,30,1
10,30,1
30.32,42.74,0
60,30,1
28.22,43.35,0
10,30,1
29.53,43.01,0
10,80,1
29.32,44.2,0
28.52,43.94,0
30.39,42.2,0
28.68,40.09,0
30.48,43.79,0
29.07,44.92,0
10,80,1
10,80,1
10,80,1
10,80,1
28.56,42.5,0
28.87,44.96,0
29.64,40.76,0
30.1,41.24,0
29.65,43.27,0
29.48,44.65,0
60,30,1
60,80,1
28.49,43.97,0
60,80,1
30.2,42.43,0
60,30,1
10,80,1
29.13,40.65,0
60,80,1
28.39,42.44,0
60,30,1
29.22,42.69,0
29.91,44.41,0
10,30,1
28.61,41.68,0
28.78,40.97,0
29.83,43.83,0
29.76,41.01,0
10,80,1
29.76,43.81,0
60,80,1
29.92,43.01,0
10,30,1
60,80,1
10,30,1
28.71,42.22,0
60,30,1
28.24,44.89,0
28.56,41.24,0
29.77,43.05,0
29.59,42.21,0
30.09,40.98,0
30.03,41.15,0
60,80,1
10,30,1
28.28,44.72,0
29.15,40.52,0
30.23,43.85,0
10,30,1
10,30,1
60,80,1
60,30,1
60,80,1
30.89,41.91,0
30.35,41.04,0
60,30,1
29.46,41.45,0
29.98,43.81,0
10,30,1
28.59,41.35,0
10,30,1
60,30,1
28.69,43.26,0
30.04,42.23,0
10,30,1
28.05,42.61,0
30.45,44.83,0
10,30,1
10,80,1
10,30,1
29.57,43.3,0
29.62,40.11,0
60,30,1
60,80,1
30.28,44.52,0
30.47,42.86,0
29.14,44.73,0
29.64,42.88,0
30.97,43.77,0
29.22,43.52,0
30.29,40.05,0
60,30,1
30.43,42.62,0
28.28,41.09,0
60,30,1
60,80,1
60,30,1
10,80,1
28.03,43.86,0
29.83,42.57,0
10,30,1
29.05,40.57,0
29.24,41.09,0
10,30,1
28.19,41.66,0
60,80,1
10,30,1
30.37,43.32,0
28.21,40.11,0
30.83,43.74,0
10,80,1
60,30,1
60,80,1
10,30,1
10,30,1
60,80,1
60,30,1
30.98,43.33,0
60,80,1
28.46,40.51,0
60,80,1
29.18,40.67,0
28.26,41.78,0
29.48,43.58,0
28.46,40.04,0
60,30,1
10,30,1
28.03,43.03,0
28.98,42.67,0
28.23,40.81,0
29.84,42.25,0
60,80,1
30.19,40.98,0
10,80,1
10,80,1
28.94,43.66,0
30.63,41.7,0
30.25,40.9,0
60,80,1
30.11,43.26,0
28.15,40.36,0
29.44,43.56,0
10,80,1
10,30,1
10,30,1
29.38,42.74,0
10,80,1
28.09,43.08,0
28.02,42.87,0
29.36,44.17,0
60,80,1
60,30,1
30.86,42.73,0
10,30,1
30.96,41.96,0
60,30,1
29.15,40.98,0
29.64,42.62,0
10,30,1
29.61,40.82,0
60,80,1
28.51,42.74,0
60,30,1
60,30,1
60,30,1
60,80,1
60,30,1
60,80,1
29.21,44.04,0
30.33,40.82,0
30.92,44.87,0
10,30,1
29.27,43.55,0
30.88,43.05,0
10,80,1
10,80,1
29.97,43.69,0
10,30,1
10,30,1
29.9,40.44,0
30.93,41.09,0
28.65,41.41,0
60,30,1
60,30,1
30.48,43.04,0
60,80,1
29.34,44.56,0
30.66,44.53,0
28.17,40.84,0
60,30,1
60,30,1
10,80,1
10,80,1
10,80,1
29.11,44.04,0
10,30,1
10,30,1
60,80,1
60,80,1
29.79,44.23,0
29.08,41.44,0
60,80,1
10,30,1
60,30,1
30.58,40.55,0
29.89,44.17,0
29.58,42.07,0
29.03,40.83,0
28.67,42.31,0
60,30,1
10,30,1
60,30,1
60,80,1
10,30,1
10,30,1
60,30,1
60,30,1
29.09,40.19,0
60,30,1
29.69,43.3,0
28.02,40.15,0
28.3,42.29,0
28.51,44.02,0
29.45,42.94,0
28.06,40.02,0
10,30,1
60,30,1
10,80,1
29.55,41.41,0
60,80,1
29.87,43.57,0
60,30,1
30.43,40.31,0
10,80,1
29.28,44.78,0
60,30,1
29.78,40.29,0
28.98,43.65,0
60,30,1
28.78,40.03,0
60,30,1
29.23,41.79,0
30.75,42.41,0
30.11,42.08,0
60,30,1
29.52,41.16,0
60,80,1
60,80,1
28.55,40.3,0
60,80,1
10,30,1
60,30,1
60,30,1
28.4,41.66,0
29.56,44.94,0
29.71,44.26,0
10,30,1
10,80,1
28.4,44.61,0
10,80,1
29.59,41.04,0
10,30,1
29.09,44.31,0
30.64,43.74,0
30.99,41.8,0
60,80,1
10,30,1
30.47,44.49,0
29.25,44.98,0
10,30,1
29.38,40.84,0
10,30,1
28.8,41.41,0
29.61,40.5,0
28.17,42.76,0
29.87,42.38,0
28.44,41.34,0
10,80,1
29.75,42.18,0
60,30,1
28.67,41.3,0
28.47,40.15,0
28.33,42.64,0
60,80,1
60,30,1
10,30,1
29.65,42.14,0
60,80,1
60,30,1
28.72,42.12,0
30.66,42.38,0
10,80,1
30.94,42.09,0
30.68,41.71,0
29.11,41.01,0
60,30,1
10,30,1
10,80,1
60,80,1
28.67,40.61,0
60,80,1
29.17,44.96,0
60,80,1
29.32,40.54,0
29.67,44.34,0
29.83,43.04,0
30.59,42.12,0
10,30,1
60,80,1
10,30,1
10,30,1
30.82,42.56,0
28.87,44.58,0
30.95,44.54,0
10,30,1
30.56,41.97,0
60,30,1
10,80,1
28.55,44.83,0
28.52,41.51,0
28.7,43.15,0
10,30,1
10,30,1
10,30,1
30.4,43.78,0
60,30,1
29.63,40.63,0
29.2,43.62,0
60,30,1
29.08,40.78,0
60,30,1
30.63,43.55,0
10,80,1
28.93,41.76,0
28.47,41.86,0
10,80,1
28.14,41.12,0
29.05,42.67,0
28.56,40.13,0
10,80,1
10,80,1
60,30,1
28.67,40.2,0
60,30,1
28.93,40.1,0
29.21,44.25,0
10,30,1
28.77,42.07,0
28.75,41.44,0
30.48,44.07,0
10,80,1
60,30,1
28.78,44.84,0
30.16,42.23,0
60,80,1
10,30,1
30.55,44.15,0
30.97,42.31,0
10,30,1
10,30,1
10,30,1
10,80,1
29.74,40.97,0
60,80,1
10,80,1
60,30,1
28.46,43.06,0
28.24,42.38,0
29.72,42.74,0
60,80,1
60,30,1
60,80,1
29.56,44.06,0
60,80,1
60,80,1
28.61,40.03,0
28.29,42.2,0
28.61,43.14,0
30.72,42.87,0
28.97,40.99,0
28.8,42.27,0
60,30,1
29.51,42.98,0
10,80,1
30.1,44.19,0
29.9,42.55,0
60,30,1
28.06,44.93,0
60,30,1
30.11,43.75,0
60,80,1
10,80,1
28.23,43.24,0
29.98,42.26,0
10,80,1
28.58,44.23,0
28.82,42.78,0
30.59,41.7,0
60,80,1
29.91,42.32,0
10,30,1
60,80,1
10,30,1
30.51,44.64,0
30.86,40.92,0
10,30,1
60,30,1
60,30,1
30.09,40.89,0
30.21,42.01,0
10,30,1
60,30,1
10,80,1
28.16,40.68,0
29.23,44.58,0
30.98,42.75,0
10,80,1
10,80,1
10,30,1
30.29,40.38,0
28.06,43.71,0
10,30,1
10,30,1
29.37,42.26,0
10,80,1
10,80,1
60,30,1
29.8,44.46,0
29.11,41.8,0
60,30,1
29.93,42.15,0
10,30,1
29.82,40.32,0
60,30,1
10,80,1
60,30,1
28.09,42.06,0
10,80,1
60,80,1
10,80,1
60,80,1
29.92,40.18,0
30.95,44.23,0
10,80,1
28.11,42.29,0
10,80,1
60,30,1
10,30,1
10,30,1
28.8,44.13,0
10,80,1
29.33,42.95,0
28.1,42.54,0
28.14,40.7,0
30.02,40.95,0
60,30,1
28.55,41.42,0
28.67,41.33,0
29.3,41.99,0
10,80,1
30.15,41.81,0
60,80,1
29.88,44.78,0
30.28,41.25,0
30.24,40.09,0
28.63,42.47,0
10,30,1
29.82,44.53,0
60,80,1
29.54,43.98,0
10,80,1
28.13,44.55,0
10,30,1
10,30,1
60,30,1
60,80,1
60,80,1
29.48,43.26,0
60,80,1
29.54,41.35,0
60,80,1
30.6,44.99,0
10,30,1
60,30,1
10,30,1
30.59,43.02,0
60,80,1
30.54,41.9,0
60,30,1
28.75,44.16,0
30.32,44.95,0
10,30,1
10,80,1
28.67,41.02,0
10,30,1
28.7,41.54,0
29.48,40.52,0
10,30,1
60,30,1
10,30,1
10,80,1
60,30,1
10,30,1
60,30,1
10,80,1
30.31,43.68,0
10,80,1
10,80,1
60,30,1
29.72,41.39,0
29.63,40.98,0
10,80,1
29.29,42.07,0
28.11,41.68,0
60,30,1
30.61,41.13,0
60,30,1
10,30,1
29.17,41.58,0
10,80,1
29.58,43.12,0
60,30,1
28.95,40.38,0
10,30,1
30.5,44.77,0
28.21,42.55,0
10,80,1
30.7,41.05,0
28.52,44.59,0
60,80,1
28.89,41.17,0
10,80,1
30.61,42.68,0
10,80,1
28.21,42.35,0
28.3,44.16,0
28.89,42.27,0
60,80,1
10,80,1
10,30,1
60,80,1
10,30,1
10,30,1
28.29,41.71,0
60,80,1
10,30,1
29.69,42.03,0
60,80,1
60,30,1
30.91,43.91,0
60,30,1
60,80,1
60,30,1
30.67,43.5,0
29.35,43.68,0
30.73,40.26,0
60,80,1
30.69,41.86,0
10,80,1
10,80,1
60,30,1
10,80,1
10,30,1
29.39,40.59,0
10,30,1
29.24,44.53,0
29.26,42.29,0
10,80,1
60,80,1
10,80,1
29.57,44.92,0
60,30,1
10,80,1
30.04,42.91,0
28.04,42.38,0
60,80,1
28.36,41.02,0
30.1,42.41,0
10,30,1
10,30,1
29.7,43.17,0
28.58,40.23,0
10,80,1
30.86,41.3,0
60,80,1
10,80,1
60,30,1
60,80,1
10,80,1
28.37,42.03,0
10,80,1
29.3,41.75,0
60,30,1
10,30,1
10,80,1
10,80,1
30.65,40.97,0
10,80,1
60,80,1
29.42,41.68,0
60,80,1
60,30,1
28.18,41.04,0
29.72,44.15,0
60,80,1
30.69,43.13,0
29.78,41.48,0
10,80,1
29.81,40.68,0
29.99,41.66,0
30.53,42.05,0
60,30,1
29.51,44.67,0
60,80,1
30.39,41.74,0
10,80,1
10,30,1
10,80,1
30.3,41.44,0
60,80,1
10,30,1
10,80,1
28.69,42.44,0
10,80,1
29.22,40.06,0
28.46,44.61,0
29.61,41.51,0
10,80,1
30.88,40.11,0
60,80,1
10,30,1
30.81,44.33,0
10,30,1
10,30,1
10,80,1
28.28,42.97,0
10,30,1
28.92,44.03,0
60,80,1
28.93,40.19,0
29.6,40.81,0
28.72,43.2,0
29.14,42.76,0
10,30,1
60,30,1
60,30,1
30.09,42.32,0
60,30,1
30.73,42.97,0
60,30,1
60,80,1
60,30,1
29.72,42.38,0
60,80,1
60,30,1
60,30,1
10,80,1
30.85,40.94,0
29.44,42.28,0
10,80,1
29.8,44.95,0
30.98,40.11,0
10,80,1
60,80,1
28.84,41.42,0
30.52,43.89,0
28.5,42.6,0
60,30,1
10,80,1
29.47,41.62,0
60,80,1
10,30,1
60,30,1
28.17,42.74,0
10,80,1
28.59,44.84,0
29.29,44.47,0
28.78,43.6,0
60,30,1
60,30,1
60,30,1
10,80,1
10,80,1
10,80,1
10,30,1
60,80,1
10,30,1
10,30,1
60,80,1
60,30,1
10,30,1
30.0,40.13,0
10,30,1
60,80,1
10,30,1
28.68,44.75,0
60,30,1
29.24,40.09,0
29.32,43.57,0
30.32,42.08,0
60,30,1
28.98,43.56,0
30.84,41.32,0
30.46,40.93,0
29.79,40.35,0
10,80,1
60,30,1
10,80,1
10,80,1
29.84,43.6,0
28.17,41.07,0
28.02,44.33,0
10,80,1
28.29,41.33,0
29.88,42.69,0
60,30,1
30.95,43.38,0
10,30,1
29.72,42.33,0
30.62,43.06,0
60,80,1
29.14,41.86,0
10,30,1
10,80,1
29.32,42.25,0
30.08,40.39,0
29.27,43.96,0
60,30,1
28.77,43.65,0
30.83,44.69,0
60,80,1
60,80,1
10,30,1
28.44,43.47,0
10,30,1
10,30,1
60,80,1
60,30,1
30.66,44.73,0
30.64,43.73,0
30.18,44.83,0
60,30,1
30.6,40.47,0
60,30,1
28.99,43.94,0
28.57,40.83,0
29.37,41.57,0
30.52,44.57,0
29.29,41.21,0
29.08,40.67,0
28.56,42.46,0
30.78,43.16,0
60,80,1
30.07,41.29,0
29.78,41.59,0
30.2,43.98,0
60,80,1
10,30,1
60,80,1
29.39,41.02,0
28.53,42.51,0
29.04,41.93,0
60,80,1
10,30,1
29.84,42.86,0
10,30,1
30.96,42.67,0
29.63,41.28,0
28.57,40.49,0
10,80,1
30.15,42.05,0
60,30,1
60,30,1
30.99,44.56,0
60,30,1
60,30,1
60,30,1
60,80,1
28.4,41.62,0
30.7,40.21,0
10,80,1
10,80,1
60,80,1
60,80,1
29.09,43.26,0
60,30,1
10,30,1
10,80,1
10,30,1
10,80,1
10,30,1
28.93,40.6,0
29.56,41.29,0
60,80,1
29.7,42.75,0
29.05,44.46,0
10,30,1
10,80,1
10,80,1
60,80,1
29.31,41.7,0
28.46,42.57,0
29.16,41.51,0
60,30,1
28.28,43.08,0
10,30,1
28.18,41.61,0
60,80,1
29.4,40.16,0
10,30,1
60,80,1
10,30,1
30.14,41.27,0
29.82,41.57,0
60,80,1
29.77,42.38,0
10,80,1
29.11,42.24,0
60,30,1
10,80,1
30.18,42.43,0
10,80,1
10,80,1
29.12,43.97,0
10,30,1
10,30,1
30.86,44.04,0
30.66,41.54,0
10,30,1
30.15,44.5,0
28.07,40.48,0
60,30,1
60,80,1
29.8,43.92,0
30.83,42.08,0
60,80,1
10,30,1
28.45,40.61,0
30.02,42.99,0
29.91,44.7,0
10,30,1
60,80,1
10,30,1
60,80,1
60,30,1
30.95,43.88,0
28.04,41.97,0
29.99,40.85,0
30.54,44.44,0
28.1,41.39,0
60,30,1
28.39,41.37,0
28.24,42.61,0
30.57,43.27,0
10,80,1
29.77,44.12,0
60,80,1
28.8,40.26,0
28.68,42.19,0
28.22,41.9,0
10,30,1
60,80,1
30.63,42.93,0
60,30,1
10,30,1
29.02,42.18,0
28.26,41.52,0
30.32,42.18,0
28.88,42.51,0
29.4,41.83,0
60,80,1
28.21,40.8,0
60,80,1
28.86,41.18,0
29.51,41.82,0
60,30,1
29.42,43.05,0
60,80,1
10,80,1
60,30,1
28.64,42.99,0
30.02,41.51,0
10,80,1
60,80,1
28.2,41.07,0
60,80,1
29.86,40.13,0
10,30,1
10,30,1
28.43,40.01,0
60,80,1
30.06,40.05,0
29.96,43.01,0
28.33,40.59,0
29.91,44.67,0
28.88,40.1,0
60,30,1
29.31,43.92,0
28.94,44.34,0
28.66,41.15,0
60,80,1
28.38,42.08,0
28.53,43.44,0
60,80,1
10,30,1
30.31,41.5,0
28.97,42.73,0
60,30,1
60,30,1
28.0,44.55,0
60,80,1
60,30,1
10,80,1
60,30,1
30.39,43.38,0
10,30,1
30.02,44.93,0
29.18,40.38,0
30.55,40.47,0
30.46,43.62,0
60,80,1
30.5,41.95,0
30.94,44.96,0
10,80,1
60,30,1
30.08,44.36,0
28.02,41.05,0
10,80,1
28.7,42.46,0
30.04,42.95,0
28.55,40.69,0
10,30,1
30.06,42.76,0
60,30,1
10,30,1
10,30,1
30.32,40.09,0
60,30,1
29.34,40.89,0
29.48,43.62,0
29.03,42.68,0
10,80,1
28.2,42.42,0
10,80,1
29.72,41.03,0
10,80,1
29.7,42.41,0
28.38,42.02,0
28.19,40.58,0
29.39,41.55,0
29.05,41.96,0
30.25,44.49,0
60,80,1
29.02,41.07,0
10,30,1
10,30,1
28.43,42.82,0
60,30,1
29.19,42.44,0
60,80,1
30.04,43.45,0
10,80,1
28.29,40.85,0
30.97,41.84,0
30.36,41.69,0
60,30,1
28.16,40.6,0
60,30,1
10,30,1
28.22,44.34,0
10,80,1
60,80,1
28.27,43.06,0
60,30,1
10,80,1
60,30,1
28.21,44.71,0
28.71,44.84,0
29.42,44.39,0
10,30,1
60,30,1
60,30,1
10,30,1
10,30,1
29.18,40.59,0
28.56,40.05,0
60,30,1
10,80,1
30.67,40.68,0
30.34,40.88,0
28.36,41.19,0
30.3,40.82,0
29.34,43.93,0
10,80,1
10,80,1
10,80,1
28.59,43.95,0
28.53,43.0,0
29.22,42.03,0
28.53,44.43,0
10,30,1
30.77,43.91,0
28.2,40.18,0
60,80,1
60,30,1
29.22,43.98,0
28.37,41.61,0
30.5,42.39,0
10,80,1
29.12,42.14,0
60,30,1
10,30,1
29.25,43.52,0
28.05,44.54,0
28.35,41.17,0
28.95,42.76,0
10,80,1
10,30,1
30.95,44.63,0
30.15,41.96,0
30.82,40.63,0
30.05,41.66,0
30.02,44.09,0
10,30,1
29.1,44.86,0
29.15,42.54,0
60,30,1
29.06,43.33,0
29.66,40.74,0
10,80,1
60,30,1
10,80,1
60,80,1
60,30,1
10,30,1
60,30,1
28.29,41.19,0
29.29,42.64,0
29.21,41.2,0
28.95,40.67,0
30.21,42.22,0
28.12,42.78,0
28.48,43.63,0
60,80,1
60,30,1
10,80,1
29.52,42.82,0
28.89,43.22,0
30.4,44.38,0
30.04,43.53,0
10,30,1
28.86,44.77,0
10,30,1
28.96,44.64,0
29.37,41.0,0
28.21,40.11,0
60,80,1
30.61,44.9,0
60,80,1
29.09,41.43,0
60,30,1
29.85,41.1,0
60,30,1
28.48,40.44,0
29.34,44.54,0
28.22,42.86,0
60,30,1
10,30,1
60,80,1
60,80,1
10,80,1
60,30,1
28.96,41.07,0
28.75,41.15,0
30.04,41.8,0
28.97,44.54,0
60,80,1
60,30,1
10,80,1
10,80,1
28.22,44.93,0
30.73,43.49,0
28.5,44.4,0
30.57,40.2,0
28.04,44.28,0
60,30,1
60,30,1
60,80,1
28.67,40.84,0
29.96,42.65,0
10,80,1
29.34,42.9,0
30.14,41.45,0
30.9,40.51,0
10,80,1
60,30,1
60,30,1
30.48,44.39,0
60,80,1
60,30,1
29.91,44.2,0
30.02,40.0,0
28.16,44.65,0
10,30,1
10,30,1
29.48,44.5,0
60,30,1
28.67,40.48,0
29.37,43.76,0
28.78,43.91,0
10,80,1
28.82,40.88,0
60,30,1
29.35,40.64,0
28.6,43.0,0
30.73,41.96,0
28.37,41.41,0
10,80,1
60,80,1
60,80,1
29.78,41.55,0
29.55,43.53,0
10,80,1
60,30,1
60,30,1
10,30,1
60,30,1
60,80,1
28.74,44.54,0
30.47,41.21,0
60,30,1
30.57,42.29,0
28.66,40.03,0
60,80,1
60,30,1
10,80,1
60,30,1
10,80,1
30.0,44.39,0
60,30,1
60,80,1
29.06,43.76,0
28.24,42.97,0
30.82,44.61,0
28.57,41.02,0
29.71,40.9,0
29.06,40.55,0
29.03,42.15,0
10,80,1
29.95,41.13,0
30.14,44.42,0
10,80,1
30.79,40.91,0
10,80,1
60,30,1
10,80,1
28.9,43.35,0
10,30,1
10,80,1
30.87,41.25,0
29.69,40.43,0
30.26,43.5,0
29.42,41.53,0
29.28,43.14,0
29.66,40.76,0
10,30,1
28.75,43.57,0
60,30,1
29.47,40.68,0
10,80,1
60,30,1
29.71,44.15,0
60,30,1
60,80,1
60,30,1
60,30,1
29.46,41.52,0
60,80,1
30.71,41.13,0
29.29,43.61,0
30.87,43.94,0
30.52,41.44,0
29.15,42.08,0
28.04,41.86,0
10,30,1
60,30,1
60,80,1
29.71,44.43,0
10,80,1
30.89,44.17,0
60,30,1
30.87,40.3,0
30.24,41.03,0
60,30,1
29.87,44.35,0
30.45,40.45,0
28.17,44.39,0
10,80,1
10,80,1
29.01,44.1,0
10,80,1
29.45,42.01,0
10,30,1
60,30,1
28.25,40.5,0
29.58,43.38,0
60,30,1
30.62,41.54,0
28.38,44.1,0
60,30,1
29.21,43.01,0
29.02,44.69,0
28.83,42.38,0
60,80,1
29.05,43.67,0
29.13,40.0,0
60,30,1
28.72,44.46,0
28.06,40.01,0
29.61,41.31,0
60,80,1
60,80,1
29.95,43.75,0
30.33,43.95,0
60,80,1
60,30,1
29.63,44.19,0
29.73,41.45,0
30.82,42.67,0
60,30,1
10,80,1
28.2,42.17,0
29.71,42.82,0
60,30,1
28.2,43.38,0
10,80,1
10,80,1
29.72,40.27,0
60,80,1
10,80,1
28.76,44.16,0
30.23,41.56,0
28.2,40.96,0
10,80,1
30.59,40.07,0
60,80,1
29.94,44.89,0
28.66,40.66,0
28.26,42.18,0
30.57,43.06,0
30.23,42.77,0
29.59,40.36,0
10,80,1
29.71,42.82,0
28.41,41.78,0
10,30,1
60,30,1
30.8,43.26,0
30.91,43.97,0
29.49,44.62,0
10,30,1
28.49,41.53,0
28.9,40.07,0
60,30,1
30.07,43.39,0
30.22,41.23,0
30.33,41.74,0
10,30,1
29.45,44.97,0
60,30,1
28.88,41.89,0
60,30,1
60,80,1
28.53,44.19,0
10,80,1
10,80,1
29.62,43.31,0
28.86,42.31,0
29.4,43.12,0
29.78,40.53,0
28.91,42.48,0
30.49,43.45,0
28.26,40.55,0
28.99,41.27,0
29.31,44.83,0
10,30,1
10,80,1
29.45,40.23,0
29.1,42.39,0
29.7,40.11,0
60,30,1
10,80,1
28.52,41.06,0
29.14,44.3,0
28.23,41.11,0
28.09,44.78,0
60,80,1
60,30,1
60,80,1
29.79,43.3,0
29.51,43.39,0
29.0,42.93,0
60,30,1
60,80,1
29.73,44.93,0
29.31,42.9,0
28.57,43.92,0
30.19,43.43,0
60,30,1
30.09,42.86,0
60,30,1
60,30,1
10,30,1
30.74,42.68,0
60,30,1
29.07,43.2,0
28.56,41.43,0
10,30,1
60,30,1
29.0,40.6,0
10,30,1
28.07,40.57,0
60,80,1
30.81,43.78,0
30.5,43.27,0
10,30,1
28.96,43.69,0
60,80,1
28.64,44.68,0
29.69,41.18,0
60,30,1
60,80,1
60,30,1
30.39,44.74,0
10,80,1
30.38,40.23,0
30.34,40.19,0
28.73,43.06,0
28.59,40.1,0
29.13,43.09,0
30.89,42.56,0
28.31,40.01,0
60,80,1
29.77,44.92,0
30.3,41.53,0
10,80,1
60,30,1
10,80,1
60,80,1
10,80,1
10,30,1
29.62,43.27,0
10,80,1
29.5,43.33,0
60,80,1
60,30,1
29.68,44.21,0
28.06,44.59,0
28.68,41.02,0
10,80,1
10,30,1
30.0,42.01,0
60,80,1
29.93,44.02,0
29.37,42.02,0
60,80,1
30.13,41.0,0
28.56,44.47,0
10,30,1
28.74,44.26,0
60,80,1
60,30,1
30.02,44.3,0
60,80,1
29.16,44.83,0
10,30,1
29.56,40.21,0
60,80,1
60,30,1
60,30,1
29.61,43.23,0
28.66,42.36,0
28.77,44.68,0
60,30,1
30.15,40.98,0
28.62,42.67,0
10,80,1
30.36,42.58,0
30.71,40.93,0
10,30,1
29.32,43.03,0
60,30,1
60,80,1
60,80,1
28.54,42.7,0
60,30,1
30.68,40.08,0
60,80,1
28.89,42.46,0
60,80,1
10,80,1
29.39,43.19,0
28.84,42.44,0
60,80,1
60,30,1
28.57,44.98,0
10,80,1
29.08,43.62,0
10,80,1
29.4,42.51,0
29.53,43.03,0
10,80,1
10,30,1
28.34,40.04,0
30.86,40.71,0
60,80,1
30.46,42.29,0
60,30,1
29.78,40.81,0
10,30,1
29.36,40.58,0
10,80,1
10,80,1
30.27,44.81,0
10,80,1
30.6,44.86,0
28.4,41.61,0
10,30,1
60,80,1
60,30,1
60,80,1
28.48,40.39,0
29.54,41.25,0
60,80,1
30.02,40.15,0
10,30,1
10,30,1
28.99,44.3,0
60,80,1
29.43,42.45,0
60,30,1
10,30,1
28.98,43.36,0
10,30,1
10,80,1
10,30,1
29.21,42.08,0
30.69,43.99,0
60,30,1
30.12,41.74,0
60,30,1
29.82,44.5,0
29.03,44.13,0
10,30,1
10,80,1
10,80,1
28.68,44.88,0
60,80,1
28.19,40.72,0
60,30,1
60,80,1
10,80,1
29.25,42.46,0
29.87,42.17,0
10,80,1
10,80,1
10,30,1
29.66,43.68,0
28.89,43.37,0
60,80,1
30.7,43.84,0
28.4,44.54,0
29.4,40.56,0
60,30,1
29.83,43.43,0
60,30,1
30.22,42.6,0
10,30,1
29.79,42.76,0
30.66,44.22,0
10,80,1
60,80,1
60,30,1
29.33,44.31,0
10,80,1
60,80,1
29.45,42.7,0
29.8,42.55,0
60,80,1
10,80,1
60,80,1
29.88,42.54,0
29.34,40.28,0
28.19,43.22,0
28.14,42.87,0
29.04,42.17,0
28.54,42.68,0
29.98,41.45,0
29.83,44.16,0
10,80,1
60,30,1
60,80,1
10,30,1
29.22,42.35,0
60,30,1
10,30,1
30.86,41.86,0
28.95,41.82,0
28.91,43.6,0
60,30,1
30.77,40.5,0
10,80,1
29.34,41.36,0
